Gender,Married,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Credit_Score,Loan_Status
Male,Yes,Graduate,Yes,23569.0,9748.0,108.0,360.0,1.0,705.0,Y
Male,Yes,Graduate,No,18227.0,13236.0,423.0,240.0,1.0,357.0,Y
Female,No,Graduate,Yes,8197.0,479.0,217.0,180.0,0.0,836.0,Y
Female,Yes,Not Graduate,No,15532.0,4509.0,566.0,360.0,1.0,574.0,N
Female,No,Graduate,No,4283.0,3046.0,562.0,240.0,1.0,353.0,N
Male,Yes,Not Graduate,No,6984.0,11786.0,224.0,360.0,1.0,498.0,N
Male,No,Not Graduate,No,18995.0,1488.0,322.0,360.0,1.0,301.0,N
Male,Yes,Not Graduate,No,15414.0,7496.0,427.0,240.0,1.0,634.0,Y
Female,Yes,Not Graduate,No,8837.0,8152.0,358.0,240.0,1.0,321.0,Y
Male,Yes,Not Graduate,No,15732.0,11016.0,166.0,180.0,1.0,793.0,N
Male,No,Not Graduate,No,9275.0,2092.0,696.0,360.0,1.0,465.0,Y
Male,No,Not Graduate,No,10715.0,14108.0,161.0,240.0,1.0,416.0,N
Male,No,Graduate,No,5577.0,829.0,625.0,240.0,1.0,642.0,Y
Female,No,Not Graduate,No,16739.0,13582.0,378.0,360.0,1.0,588.0,Y
Male,No,Not Graduate,No,24870.0,12562.0,222.0,360.0,1.0,637.0,Y
Male,Yes,Graduate,No,13590.0,10126.0,688.0,180.0,1.0,420.0,Y
Female,Yes,Not Graduate,Yes,20645.0,13734.0,371.0,240.0,0.0,434.0,Y
Male,Yes,Graduate,No,3023.0,13815.0,601.0,360.0,1.0,614.0,Y
Male,Yes,Graduate,No,17437.0,7655.0,368.0,360.0,1.0,803.0,Y
Male,Yes,Not Graduate,No,13318.0,2700.0,667.0,180.0,0.0,566.0,Y
Female,No,Not Graduate,Yes,13023.0,8335.0,317.0,120.0,0.0,439.0,Y
Male,Yes,Graduate,No,17430.0,4930.0,651.0,240.0,1.0,784.0,Y
Female,No,Not Graduate,No,9235.0,2804.0,258.0,240.0,0.0,684.0,Y
Female,Yes,Graduate,No,12619.0,10078.0,459.0,360.0,1.0,420.0,Y
Male,No,Graduate,No,22141.0,7990.0,564.0,180.0,1.0,556.0,Y
Male,No,Not Graduate,No,10068.0,6336.0,643.0,120.0,0.0,546.0,Y
Male,No,Graduate,No,3284.0,10786.0,347.0,240.0,0.0,748.0,Y
Male,Yes,Not Graduate,No,20044.0,8975.0,390.0,180.0,1.0,619.0,Y
Female,Yes,Not Graduate,No,16466.0,6016.0,135.0,120.0,1.0,462.0,Y
Male,Yes,Graduate,No,7353.0,4273.0,165.0,120.0,1.0,468.0,Y
Male,Yes,Graduate,No,2903.0,11021.0,526.0,240.0,0.0,846.0,Y
Male,No,Not Graduate,Yes,11369.0,6461.0,256.0,240.0,0.0,603.0,Y
Female,No,Not Graduate,No,10521.0,7558.0,654.0,360.0,1.0,755.0,Y
Male,No,Not Graduate,No,12081.0,2198.0,220.0,360.0,0.0,655.0,Y
Male,No,Graduate,No,18365.0,8802.0,291.0,240.0,1.0,650.0,Y
Female,Yes,Not Graduate,No,24394.0,11710.0,575.0,240.0,1.0,410.0,N
Female,No,Graduate,No,17971.0,8732.0,453.0,240.0,1.0,590.0,Y
Male,Yes,Graduate,No,12059.0,10389.0,642.0,360.0,1.0,572.0,N
Male,No,Not Graduate,No,12707.0,7375.0,456.0,360.0,0.0,585.0,N
Male,No,Not Graduate,No,2412.0,13660.0,630.0,180.0,1.0,308.0,Y
Male,No,Graduate,No,8639.0,10501.0,579.0,360.0,1.0,344.0,Y
Male,Yes,Not Graduate,No,5833.0,7889.0,172.0,360.0,1.0,364.0,Y
Female,Yes,Graduate,No,20799.0,412.0,490.0,120.0,1.0,439.0,Y
Female,No,Not Graduate,No,20970.0,7256.0,175.0,240.0,1.0,636.0,Y
Male,No,Not Graduate,No,23955.0,5868.0,287.0,360.0,1.0,577.0,Y
Male,No,Graduate,No,14802.0,9975.0,437.0,120.0,1.0,309.0,N
Female,Yes,Not Graduate,No,8557.0,5377.0,575.0,240.0,1.0,645.0,Y
Male,Yes,Graduate,No,12467.0,12779.0,405.0,360.0,1.0,697.0,N
Male,Yes,Graduate,No,24664.0,9919.0,261.0,360.0,1.0,516.0,N
Male,No,Graduate,No,14032.0,5727.0,146.0,360.0,1.0,794.0,Y
Male,Yes,Graduate,Yes,17126.0,13407.0,123.0,180.0,1.0,702.0,Y
Male,No,Graduate,Yes,4882.0,13288.0,435.0,360.0,1.0,574.0,N
Female,Yes,Graduate,No,13935.0,1427.0,383.0,360.0,1.0,606.0,Y
Male,No,Graduate,Yes,4519.0,3510.0,273.0,360.0,1.0,327.0,Y
Male,No,Not Graduate,No,14805.0,14372.0,406.0,360.0,1.0,582.0,Y
Male,Yes,Graduate,Yes,6400.0,1637.0,329.0,180.0,0.0,807.0,Y
Female,No,Graduate,No,10846.0,4576.0,217.0,360.0,1.0,449.0,N
Female,No,Not Graduate,No,18564.0,8371.0,152.0,240.0,1.0,574.0,Y
Female,No,Not Graduate,Yes,22509.0,3396.0,291.0,180.0,1.0,747.0,Y
Female,Yes,Graduate,No,5019.0,4677.0,671.0,360.0,1.0,562.0,Y
Male,No,Graduate,No,2764.0,5525.0,622.0,240.0,1.0,548.0,Y
Female,Yes,Graduate,No,22519.0,13780.0,240.0,240.0,1.0,714.0,N
Male,Yes,Not Graduate,No,12558.0,7122.0,212.0,360.0,1.0,616.0,Y
Male,No,Graduate,Yes,18175.0,1642.0,363.0,240.0,1.0,473.0,Y
Female,Yes,Not Graduate,No,16214.0,1294.0,590.0,240.0,1.0,544.0,Y
Female,No,Graduate,No,23422.0,14689.0,443.0,240.0,1.0,641.0,Y
Female,Yes,Graduate,No,8799.0,9774.0,622.0,360.0,1.0,574.0,N
Female,No,Not Graduate,No,21774.0,3536.0,198.0,240.0,1.0,778.0,Y
Female,Yes,Graduate,Yes,16509.0,7787.0,572.0,240.0,0.0,321.0,Y
Male,Yes,Graduate,No,11974.0,8555.0,122.0,180.0,1.0,576.0,Y
Female,No,Graduate,No,19448.0,2116.0,338.0,180.0,0.0,384.0,Y
Female,No,Not Graduate,No,20840.0,7496.0,362.0,240.0,1.0,352.0,Y
Female,No,Graduate,No,7681.0,12710.0,424.0,360.0,0.0,360.0,Y
Male,Yes,Graduate,No,19730.0,2561.0,486.0,240.0,1.0,723.0,N
Female,Yes,Not Graduate,Yes,8997.0,14554.0,221.0,240.0,1.0,381.0,Y
Male,No,Not Graduate,No,11374.0,11308.0,399.0,240.0,1.0,798.0,Y
Female,Yes,Graduate,No,6132.0,6039.0,662.0,240.0,1.0,471.0,N
Female,No,Graduate,No,4453.0,7400.0,416.0,360.0,1.0,357.0,Y
Male,No,Not Graduate,No,2538.0,7868.0,119.0,360.0,1.0,574.0,N
Female,Yes,Graduate,No,12615.0,14702.0,641.0,180.0,1.0,481.0,N
Male,Yes,Graduate,No,4303.0,14171.0,399.0,360.0,0.0,708.0,Y
Male,No,Not Graduate,Yes,24805.0,6265.0,569.0,240.0,1.0,785.0,Y
Male,Yes,Graduate,No,18632.0,2542.0,185.0,360.0,1.0,306.0,Y
Female,No,Graduate,No,19775.0,6720.0,504.0,360.0,1.0,729.0,Y
Female,Yes,Not Graduate,No,20556.0,4020.0,211.0,240.0,0.0,635.0,Y
Female,Yes,Graduate,No,3335.0,883.0,238.0,360.0,1.0,846.0,Y
Male,Yes,Graduate,No,4259.0,1172.0,109.0,360.0,1.0,394.0,N
Female,Yes,Graduate,No,8615.0,9976.0,390.0,240.0,0.0,300.0,Y
Male,Yes,Not Graduate,No,23918.0,7038.0,478.0,120.0,0.0,703.0,Y
Female,No,Graduate,No,10691.0,5595.0,337.0,240.0,1.0,741.0,Y
Male,Yes,Not Graduate,No,2810.0,4674.0,429.0,240.0,1.0,707.0,Y
Male,Yes,Not Graduate,No,23368.0,14685.0,284.0,360.0,0.0,675.0,Y
Male,No,Graduate,No,5713.0,12160.0,524.0,240.0,1.0,840.0,Y
Female,No,Not Graduate,No,5704.0,7738.0,422.0,360.0,1.0,757.0,N
Male,No,Graduate,No,3210.0,10354.0,581.0,240.0,1.0,377.0,Y
Male,Yes,Graduate,No,16211.0,10867.0,457.0,240.0,1.0,670.0,Y
Male,Yes,Graduate,No,18098.0,12524.0,461.0,360.0,0.0,424.0,Y
Male,No,Not Graduate,No,5745.0,10286.0,135.0,180.0,1.0,483.0,N
Male,No,Graduate,No,12178.0,10513.0,615.0,120.0,1.0,831.0,Y
Male,No,Graduate,No,19875.0,8304.0,429.0,120.0,1.0,621.0,Y
Female,No,Graduate,No,17816.0,6688.0,368.0,120.0,1.0,332.0,Y
Female,Yes,Not Graduate,No,17620.0,6542.0,169.0,360.0,1.0,730.0,N
Male,Yes,Not Graduate,No,24844.0,8983.0,618.0,240.0,0.0,801.0,Y
Female,Yes,Graduate,No,21432.0,1315.0,477.0,360.0,1.0,497.0,N
Female,Yes,Graduate,No,23303.0,7496.0,392.0,360.0,1.0,611.0,N
Male,Yes,Graduate,No,15218.0,3233.0,385.0,240.0,1.0,622.0,Y
Male,No,Graduate,No,21318.0,50.0,459.0,180.0,0.0,342.0,Y
Male,Yes,Not Graduate,No,8110.0,11687.0,685.0,240.0,1.0,689.0,N
Female,No,Not Graduate,Yes,3817.0,143.0,623.0,360.0,1.0,828.0,N
Male,No,Not Graduate,No,8613.0,3687.0,436.0,360.0,1.0,527.0,N
Female,No,Not Graduate,No,13517.5,5801.0,641.0,120.0,1.0,522.0,Y
Male,Yes,Not Graduate,Yes,19659.0,10767.0,135.0,120.0,0.0,696.0,Y
Female,No,Not Graduate,No,9231.0,5252.0,587.0,180.0,0.0,803.0,Y
Male,Yes,Not Graduate,No,13214.0,5618.0,478.0,240.0,1.0,475.0,N
Male,No,Graduate,No,4877.0,7496.0,443.0,240.0,1.0,520.0,Y
Female,Yes,Graduate,No,22398.0,7337.0,329.0,360.0,1.0,721.0,Y
Female,No,Graduate,No,6087.0,8151.0,674.0,180.0,1.0,574.0,Y
Female,Yes,Graduate,No,3147.0,10212.0,496.0,180.0,1.0,604.0,Y
Female,No,Graduate,No,17941.0,13471.0,520.0,360.0,1.0,398.0,Y
Female,No,Graduate,No,18621.0,8116.0,655.0,360.0,1.0,530.0,N
Male,No,Not Graduate,No,20506.0,3730.0,501.0,240.0,0.0,824.0,N
Male,No,Graduate,No,9609.0,8940.0,587.0,360.0,1.0,430.0,N
Female,Yes,Not Graduate,No,22979.0,14747.0,145.0,240.0,0.0,511.0,Y
Male,Yes,Graduate,No,11737.0,13998.0,253.0,360.0,0.0,327.0,Y
Male,Yes,Not Graduate,No,5983.0,13895.0,360.0,360.0,1.0,601.0,Y
Female,No,Not Graduate,Yes,14555.0,14719.0,386.0,360.0,1.0,745.0,Y
Male,No,Graduate,No,10134.0,9066.0,430.0,120.0,1.0,815.0,Y
Female,No,Not Graduate,No,7606.0,2944.0,571.0,240.0,1.0,696.0,N
Female,No,Graduate,No,20007.0,4803.0,368.0,120.0,1.0,351.0,N
Male,No,Graduate,Yes,13918.0,1208.0,256.0,360.0,1.0,601.0,Y
Male,No,Graduate,No,17813.0,3733.0,528.0,180.0,1.0,772.0,Y
Female,Yes,Not Graduate,No,14093.0,213.0,351.0,360.0,1.0,661.0,Y
Female,Yes,Graduate,No,13517.5,13405.0,366.0,120.0,1.0,476.0,N
Male,Yes,Not Graduate,No,3095.0,14905.0,158.0,360.0,0.0,830.0,Y
Male,Yes,Not Graduate,No,22211.0,14554.0,658.0,360.0,1.0,809.0,Y
Male,Yes,Not Graduate,No,22669.0,14554.0,699.0,120.0,1.0,479.0,N
Male,Yes,Graduate,No,19379.0,12300.0,270.0,360.0,1.0,722.0,Y
Female,Yes,Graduate,No,24065.0,7496.0,418.0,180.0,1.0,489.0,Y
Female,Yes,Graduate,No,18076.0,1818.0,497.0,180.0,1.0,447.0,Y
Female,No,Graduate,No,6661.0,3494.0,114.0,240.0,1.0,833.0,Y
Female,No,Graduate,No,18181.0,485.0,561.0,240.0,0.0,386.0,Y
Male,No,Graduate,No,19376.0,7544.0,237.0,180.0,1.0,611.0,Y
Male,No,Not Graduate,Yes,21167.0,3015.0,249.0,240.0,1.0,574.0,Y
Female,No,Graduate,No,12087.0,11915.0,692.0,240.0,1.0,412.0,Y
Female,No,Not Graduate,No,7682.0,3479.0,676.0,360.0,1.0,621.0,Y
Female,No,Not Graduate,No,7961.0,6929.0,399.0,180.0,1.0,593.0,Y
Female,Yes,Graduate,No,23152.0,12406.0,522.0,180.0,1.0,839.0,Y
Female,Yes,Not Graduate,No,24144.0,6414.0,518.0,360.0,1.0,574.0,Y
Female,No,Graduate,No,7204.0,12219.0,292.0,360.0,1.0,392.0,N
Female,Yes,Graduate,No,9552.0,13199.0,382.0,120.0,1.0,832.0,Y
Female,Yes,Graduate,No,18468.0,5216.0,353.0,180.0,1.0,301.0,Y
Female,Yes,Graduate,Yes,24360.0,4937.0,603.0,240.0,1.0,339.0,Y
Male,Yes,Not Graduate,No,9084.0,3118.0,412.0,360.0,0.0,401.0,Y
Female,Yes,Not Graduate,No,13080.0,663.0,377.0,180.0,1.0,618.0,Y
Male,No,Not Graduate,No,14879.0,7496.0,409.0,240.0,1.0,788.0,Y
Male,Yes,Not Graduate,Yes,21163.0,7496.0,285.0,120.0,1.0,315.0,Y
Female,No,Not Graduate,No,8055.0,13074.0,323.0,240.0,1.0,563.0,N
Female,No,Not Graduate,No,4669.0,4442.0,673.0,240.0,1.0,346.0,Y
Male,No,Graduate,Yes,14028.0,236.0,521.0,360.0,1.0,559.0,Y
Male,Yes,Graduate,Yes,3008.0,6686.0,695.0,240.0,1.0,727.0,Y
Female,No,Graduate,No,20748.0,11476.0,126.0,360.0,1.0,828.0,Y
Male,No,Not Graduate,No,17523.0,7496.0,480.0,360.0,1.0,637.0,Y
Female,No,Not Graduate,No,22070.0,6550.0,419.0,240.0,1.0,544.0,Y
Female,No,Not Graduate,No,14539.0,2125.0,230.0,120.0,1.0,816.0,Y
Female,Yes,Graduate,No,4199.0,7958.0,622.0,360.0,1.0,371.0,Y
Male,No,Graduate,No,11551.0,13864.0,379.0,360.0,1.0,425.0,Y
Male,No,Graduate,No,19293.0,3217.0,384.0,240.0,1.0,480.0,N
Female,No,Not Graduate,No,5439.0,1955.0,296.0,180.0,1.0,816.0,Y
Male,No,Not Graduate,No,7882.0,6155.0,374.0,360.0,1.0,334.0,Y
Male,Yes,Not Graduate,No,21297.0,7927.0,167.0,240.0,0.0,322.0,N
Male,No,Graduate,No,6695.0,7496.0,332.0,120.0,1.0,667.0,N
Male,No,Not Graduate,No,3006.0,4938.0,321.0,360.0,0.0,416.0,Y
Male,No,Graduate,No,9114.0,5060.0,552.0,360.0,1.0,327.0,Y
Male,No,Graduate,No,13244.0,11604.0,403.0,360.0,1.0,535.0,Y
Male,No,Graduate,Yes,19527.0,6815.0,499.0,360.0,1.0,756.0,N
Female,No,Graduate,Yes,9552.0,2886.0,419.0,240.0,1.0,706.0,Y
Male,Yes,Graduate,No,16027.0,12451.0,363.0,240.0,1.0,793.0,Y
Male,No,Graduate,No,3224.0,13991.0,464.0,180.0,0.0,500.0,Y
Male,Yes,Graduate,No,6495.0,12669.0,488.0,360.0,1.0,531.0,Y
Male,Yes,Not Graduate,No,14441.0,6874.0,326.0,240.0,1.0,341.0,Y
Male,No,Graduate,No,2181.0,12869.0,555.0,240.0,1.0,404.0,N
Male,Yes,Not Graduate,No,14812.0,13733.0,404.0,240.0,1.0,449.0,Y
Male,No,Graduate,No,24716.0,7605.0,604.0,360.0,1.0,810.0,Y
Male,Yes,Graduate,No,23330.0,2819.0,427.0,360.0,1.0,628.0,Y
Female,No,Graduate,No,9450.0,2989.0,620.0,360.0,1.0,394.0,N
Male,Yes,Not Graduate,No,4945.0,9278.0,419.0,180.0,1.0,349.0,Y
Male,Yes,Graduate,No,12939.0,7138.0,591.0,240.0,1.0,738.0,Y
Male,No,Graduate,No,12072.0,1993.0,560.0,360.0,0.0,847.0,N
Male,Yes,Not Graduate,No,13794.0,12533.0,634.0,120.0,1.0,783.0,Y
Female,Yes,Not Graduate,No,10846.0,3045.0,543.0,360.0,1.0,474.0,N
Female,Yes,Not Graduate,No,5686.0,6193.0,542.0,180.0,1.0,349.0,N
Female,Yes,Not Graduate,No,20672.0,3305.0,326.0,360.0,1.0,820.0,Y
Female,Yes,Graduate,No,21215.0,1992.0,665.0,360.0,0.0,745.0,Y
Female,No,Graduate,No,12427.0,3599.0,626.0,360.0,1.0,816.0,Y
Female,Yes,Not Graduate,No,13517.5,7496.0,615.0,180.0,0.0,306.0,Y
Female,Yes,Graduate,Yes,11392.0,3587.0,517.0,180.0,1.0,336.0,Y
Female,No,Not Graduate,Yes,12654.0,1305.0,200.0,180.0,1.0,545.0,Y
Female,No,Not Graduate,Yes,19409.0,6363.0,507.0,360.0,1.0,798.0,N
Female,No,Not Graduate,No,6412.0,5467.0,504.0,180.0,1.0,574.0,Y
Female,Yes,Graduate,Yes,24286.0,4459.0,229.0,240.0,1.0,574.0,Y
Female,Yes,Not Graduate,No,15307.0,5087.0,618.0,360.0,1.0,634.0,Y
Female,Yes,Graduate,Yes,22027.0,919.0,134.0,240.0,0.0,502.0,Y
Female,Yes,Graduate,No,10559.0,14898.0,253.0,360.0,1.0,697.0,N
Female,No,Graduate,No,6650.0,8233.0,501.0,240.0,0.0,303.0,Y
Male,No,Not Graduate,No,12844.0,14758.0,163.0,240.0,1.0,718.0,Y
Male,Yes,Graduate,No,19633.0,14470.0,667.0,360.0,0.0,623.0,Y
Female,Yes,Not Graduate,No,4983.0,1282.0,328.0,360.0,0.0,847.0,Y
Male,Yes,Graduate,No,6575.0,13502.0,352.0,120.0,1.0,377.0,N
Female,Yes,Graduate,No,6109.0,11757.0,587.0,240.0,1.0,804.0,N
Female,No,Graduate,No,16363.0,6109.0,663.0,360.0,1.0,319.0,Y
Male,No,Not Graduate,No,14429.0,2120.0,114.0,120.0,1.0,553.0,N
Female,Yes,Not Graduate,No,22407.0,7496.0,439.0,180.0,0.0,484.0,Y
Male,No,Not Graduate,No,18973.0,10874.0,462.0,240.0,0.0,354.0,Y
Male,Yes,Not Graduate,Yes,3782.0,13893.0,279.0,360.0,1.0,639.0,Y
Male,Yes,Graduate,Yes,22952.0,4496.0,688.0,240.0,1.0,313.0,Y
Female,No,Graduate,No,11399.0,3150.0,314.0,120.0,1.0,350.0,N
Female,Yes,Not Graduate,No,6412.0,13559.0,253.0,360.0,1.0,647.0,N
Female,No,Not Graduate,No,16739.0,5306.0,144.0,240.0,1.0,357.0,N
Male,Yes,Not Graduate,No,17087.0,11916.0,451.0,180.0,1.0,676.0,Y
Male,No,Not Graduate,No,16598.0,1833.0,120.0,360.0,0.0,418.0,Y
Female,Yes,Graduate,No,12616.0,7723.0,692.0,240.0,1.0,763.0,Y
Female,No,Not Graduate,Yes,6680.0,5878.0,664.0,360.0,1.0,710.0,Y
Female,Yes,Not Graduate,No,2470.0,10709.0,468.0,240.0,1.0,739.0,Y
Female,Yes,Graduate,No,14101.0,14914.0,177.0,360.0,1.0,813.0,Y
Female,No,Not Graduate,Yes,6827.0,14791.0,218.0,240.0,1.0,323.0,Y
Male,Yes,Graduate,No,7067.0,12028.0,458.0,360.0,1.0,373.0,N
Male,No,Not Graduate,No,12286.0,5009.0,613.0,180.0,0.0,604.0,Y
Male,No,Graduate,Yes,4994.0,3862.0,602.0,240.0,1.0,550.0,Y
Female,Yes,Not Graduate,No,21513.0,128.0,397.5,240.0,1.0,307.0,Y
Male,Yes,Not Graduate,No,24551.0,12666.0,457.0,180.0,1.0,624.0,N
Male,Yes,Not Graduate,No,19697.0,11378.0,161.0,240.0,1.0,366.0,N
Male,Yes,Not Graduate,No,13070.0,1345.0,196.0,180.0,1.0,524.0,Y
Male,Yes,Not Graduate,No,24930.0,10628.0,477.0,360.0,1.0,713.0,Y
Male,Yes,Graduate,No,9934.0,11025.0,595.0,360.0,1.0,792.0,Y
Female,Yes,Not Graduate,No,15971.0,12751.0,397.5,240.0,1.0,384.0,Y
Male,Yes,Graduate,Yes,15939.0,7369.0,314.0,240.0,1.0,529.0,Y
Female,No,Graduate,No,23742.0,13940.0,183.0,240.0,1.0,824.0,Y
Female,Yes,Graduate,No,2282.0,7132.0,505.0,240.0,0.0,674.0,Y
Female,No,Graduate,No,9609.0,4642.0,206.0,360.0,1.0,809.0,N
Female,Yes,Not Graduate,No,16428.0,12696.0,588.0,240.0,1.0,749.0,Y
Female,No,Not Graduate,No,13840.0,12905.0,456.0,180.0,1.0,762.0,Y
Male,Yes,Not Graduate,No,19782.0,13048.0,230.0,360.0,1.0,570.0,N
Male,Yes,Not Graduate,No,4733.0,3223.0,121.0,180.0,1.0,573.0,Y
Female,No,Graduate,No,6067.0,14988.0,695.0,240.0,1.0,368.0,N
Female,Yes,Graduate,No,20741.0,3476.0,325.0,360.0,1.0,645.0,Y
Female,Yes,Graduate,No,13127.0,5097.0,205.0,240.0,1.0,377.0,Y
Male,Yes,Not Graduate,No,14010.0,10730.0,493.0,360.0,1.0,432.0,Y
Female,No,Not Graduate,No,5238.0,11046.0,200.0,240.0,1.0,723.0,Y
Male,Yes,Not Graduate,No,11964.0,13473.0,247.0,240.0,1.0,704.0,Y
Female,No,Not Graduate,No,9210.0,14482.0,329.0,360.0,1.0,662.0,N
Male,No,Graduate,No,2787.0,9627.0,186.0,180.0,1.0,495.0,N
Female,No,Not Graduate,Yes,17699.0,8447.0,622.0,240.0,0.0,582.0,Y
Male,Yes,Not Graduate,No,17060.0,7496.0,397.5,240.0,1.0,471.0,N
Female,No,Graduate,No,14488.0,10609.0,397.5,360.0,1.0,659.0,Y
Male,No,Graduate,No,17002.0,9945.0,522.0,180.0,0.0,342.0,N
Male,Yes,Not Graduate,No,24168.0,4746.0,453.0,360.0,1.0,590.0,N
Male,Yes,Not Graduate,No,6643.0,14000.0,673.0,360.0,1.0,694.0,Y
Male,No,Graduate,No,22705.0,13602.0,508.0,120.0,1.0,529.0,Y
Male,Yes,Not Graduate,No,23112.0,3411.0,186.0,240.0,1.0,609.0,Y
Male,Yes,Graduate,Yes,7640.0,75.0,310.0,120.0,1.0,605.0,N
Male,No,Graduate,Yes,5410.0,14904.0,482.0,240.0,1.0,801.0,Y
Female,Yes,Not Graduate,No,3358.0,7496.0,694.0,360.0,0.0,488.0,Y
Female,Yes,Graduate,No,13796.0,8001.0,623.0,360.0,1.0,688.0,Y
Female,Yes,Not Graduate,No,13185.0,8696.0,252.0,120.0,1.0,414.0,Y
Female,No,Not Graduate,No,17631.0,3392.0,104.0,360.0,1.0,656.0,Y
Female,No,Not Graduate,No,12433.0,10184.0,175.0,360.0,0.0,453.0,N
Male,Yes,Not Graduate,No,18921.0,12949.0,510.0,360.0,1.0,652.0,N
Male,No,Graduate,No,22252.0,7496.0,103.0,240.0,1.0,450.0,Y
Male,Yes,Not Graduate,No,6576.0,11570.0,471.0,120.0,1.0,498.0,N
Male,Yes,Not Graduate,No,22909.0,6119.0,182.0,360.0,1.0,571.0,Y
Male,Yes,Graduate,No,21967.0,2394.0,530.0,360.0,1.0,756.0,Y
Male,Yes,Not Graduate,No,9898.0,1416.0,571.0,360.0,1.0,839.0,Y
Female,Yes,Not Graduate,No,19734.0,13510.0,461.0,120.0,1.0,706.0,Y
Female,No,Not Graduate,No,11136.0,7843.0,511.0,240.0,1.0,308.0,N
Female,No,Not Graduate,No,22240.0,10421.0,134.0,240.0,0.0,357.0,Y
Male,No,Graduate,No,16216.0,8431.0,341.0,360.0,1.0,664.0,Y
Male,No,Graduate,No,21009.0,6053.0,179.0,360.0,1.0,631.0,Y
Male,Yes,Not Graduate,No,14398.0,1777.0,174.0,360.0,1.0,500.0,Y
Female,Yes,Graduate,No,22691.0,14401.0,383.0,360.0,1.0,780.0,N
Male,No,Graduate,No,15994.0,6314.0,337.0,240.0,1.0,632.0,Y
Female,No,Graduate,Yes,11042.0,5764.0,436.0,360.0,1.0,580.0,Y
Male,Yes,Graduate,No,21309.0,12452.0,630.0,180.0,1.0,440.0,Y
Male,Yes,Not Graduate,No,11187.0,13241.0,685.0,120.0,1.0,486.0,Y
Female,Yes,Graduate,No,8714.0,4158.0,666.0,240.0,1.0,780.0,Y
Male,No,Not Graduate,No,16287.0,10594.0,182.0,240.0,0.0,382.0,Y
Male,Yes,Not Graduate,No,24390.0,4146.0,417.0,360.0,1.0,641.0,N
Female,Yes,Graduate,No,14953.0,7496.0,396.0,240.0,1.0,479.0,Y
Male,No,Not Graduate,No,10541.0,14378.0,441.0,360.0,1.0,478.0,Y
Female,No,Graduate,Yes,19921.0,12098.0,523.0,360.0,1.0,813.0,Y
Male,No,Not Graduate,Yes,13169.0,11202.0,118.0,360.0,0.0,439.0,N
Male,Yes,Not Graduate,No,21112.0,5440.0,103.0,180.0,0.0,455.0,Y
Male,Yes,Graduate,No,9381.0,3389.0,566.0,240.0,1.0,519.0,Y
Male,No,Not Graduate,No,22730.0,12268.0,289.0,360.0,1.0,522.0,Y
Male,Yes,Graduate,No,4366.0,9406.0,380.0,180.0,0.0,458.0,N
Male,Yes,Not Graduate,No,15494.0,669.0,162.0,360.0,1.0,798.0,N
Male,Yes,Not Graduate,No,9028.0,3561.0,353.0,360.0,0.0,663.0,Y
Male,No,Graduate,No,12428.0,6233.0,101.0,180.0,1.0,742.0,Y
Female,No,Graduate,No,22259.0,5541.0,166.0,180.0,1.0,334.0,Y
Female,Yes,Graduate,No,13286.0,7658.0,385.0,180.0,1.0,652.0,Y
Male,Yes,Not Graduate,No,8041.0,8807.0,231.0,360.0,1.0,574.0,N
Male,Yes,Graduate,No,21985.0,4658.0,147.0,180.0,1.0,308.0,N
Female,Yes,Graduate,No,6174.0,7421.0,654.0,360.0,1.0,474.0,Y
Male,Yes,Graduate,No,2923.0,9322.0,146.0,120.0,1.0,412.0,Y
Male,No,Graduate,Yes,19002.0,7461.0,330.0,240.0,1.0,788.0,N
Female,Yes,Not Graduate,No,22784.0,5630.0,383.0,180.0,1.0,345.0,Y
Male,Yes,Not Graduate,No,24726.0,5355.0,648.0,240.0,1.0,550.0,Y
Male,No,Not Graduate,No,5303.0,9713.0,127.0,240.0,1.0,634.0,Y
Female,Yes,Not Graduate,No,15885.0,8012.0,510.0,360.0,1.0,736.0,Y
Male,No,Not Graduate,No,11239.0,4451.0,572.0,240.0,1.0,743.0,N
Male,Yes,Not Graduate,No,13517.5,2664.0,321.0,360.0,0.0,410.0,Y
Female,No,Graduate,No,23964.0,4862.0,475.0,360.0,1.0,630.0,Y
Male,Yes,Not Graduate,No,9600.0,8495.0,108.0,360.0,1.0,577.0,Y
Female,Yes,Graduate,No,10122.0,12171.0,512.0,180.0,1.0,846.0,Y
Male,No,Graduate,No,18466.0,10086.0,570.0,180.0,1.0,405.0,N
Male,No,Graduate,No,18476.0,1515.0,169.0,240.0,1.0,724.0,Y
Female,Yes,Graduate,No,9375.0,583.0,441.0,360.0,1.0,614.0,Y
Female,Yes,Not Graduate,No,9837.0,8558.0,165.0,180.0,1.0,335.0,Y
Male,No,Not Graduate,No,21432.0,13953.0,169.0,180.0,1.0,512.0,Y
Female,Yes,Not Graduate,No,19851.0,10238.0,360.0,360.0,1.0,627.0,Y
Female,Yes,Graduate,No,17188.0,8650.0,631.0,240.0,1.0,346.0,Y
Male,Yes,Not Graduate,No,14009.0,119.0,495.0,360.0,1.0,531.0,N
Male,No,Not Graduate,No,7489.0,3284.0,457.0,240.0,1.0,833.0,Y
Male,No,Not Graduate,No,21082.0,7908.0,457.0,240.0,1.0,713.0,N
