Gender,Married,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Credit_Score,Loan_Status
Male,No,Graduate,No,10199,6771,501,180,0,763,N
Male,No,Not Graduate,No,12717,142,645,240,0,358,N
Female,No,Not Graduate,Yes,5423,2761,444,180,0,476,N
Female,Yes,Graduate,Yes,12211,3435,144,180,1,362,N
Male,Yes,Graduate,No,14782,6622,120,180,1,606,Y
Male,No,Not Graduate,No,14474,7069,169,120,1,545,Y
Male,No,Graduate,Yes,5667,4512,147,240,1,588,Y
Male,Yes,Not Graduate,No,10277,1848,590,180,1,631,N
Male,Yes,Graduate,Yes,14424,2696,650,180,1,826,N
Female,Yes,Graduate,No,10155,1717,386,360,1,554,N
Female,Yes,Graduate,No,5583,3072,109,240,1,809,N
Female,No,Not Graduate,Yes,17515,9259,641,180,0,762,N
Female,Yes,Graduate,Yes,6009,2786,373,360,0,498,N
Male,No,Not Graduate,Yes,12410,3791,699,360,1,570,Y
Male,No,Not Graduate,Yes,6967,9480,480,120,1,363,N
Male,No,Not Graduate,No,12695,3871,428,360,1,529,N
Female,Yes,Not Graduate,Yes,11135,1806,578,180,0,548,Y
Female,Yes,Graduate,No,7722,1504,114,120,1,545,N
Male,Yes,Not Graduate,Yes,17514,3308,615,120,1,456,N
Male,Yes,Not Graduate,Yes,13128,7117,290,180,1,387,Y
Female,No,Graduate,No,6444,5048,267,240,1,612,Y
Female,Yes,Not Graduate,Yes,9618,8263,620,360,1,365,N
Male,Yes,Graduate,Yes,3196,1690,236,120,1,319,N
Male,No,Not Graduate,Yes,14297,9536,253,240,1,332,N
Female,Yes,Graduate,Yes,4787,3303,487,180,1,372,Y
Male,No,Not Graduate,No,9927,3113,308,360,1,642,Y
Male,No,Graduate,No,4176,9074,371,360,1,432,Y
Male,No,Not Graduate,Yes,10792,7850,242,120,0,354,Y
Female,No,Not Graduate,Yes,11171,6416,168,360,1,360,Y
Female,No,Graduate,Yes,4451,1504,346,360,0,819,N
Female,No,Graduate,No,2628,8924,360,360,1,571,Y
Female,No,Graduate,No,11821,9940,178,360,1,545,Y
Female,No,Graduate,No,9778,3924,624,180,1,475,Y
Female,Yes,Not Graduate,No,5696,8615,429,240,1,616,Y
Female,Yes,Not Graduate,Yes,14972,9783,288,180,1,430,N
Male,Yes,Graduate,Yes,10307,4485,194,180,1,401,N
Male,Yes,Not Graduate,Yes,6956,8100,107,120,1,609,N
Male,No,Graduate,No,12195,8684,166,360,1,591,Y
Male,Yes,Graduate,Yes,19076,191,595,180,0,794,Y
Male,No,Not Graduate,No,3105,8690,290,360,0,660,Y
Male,Yes,Not Graduate,No,17417,4917,465,180,1,637,Y
Male,Yes,Not Graduate,Yes,16188,5831,620,180,0,309,N
Female,Yes,Not Graduate,Yes,14602,9448,216,120,1,348,Y
Female,No,Not Graduate,Yes,11256,4322,366,240,1,786,N
Male,Yes,Not Graduate,No,16212,6999,584,240,0,620,Y
Male,No,Not Graduate,No,3913,9008,608,180,1,432,N
Female,No,Graduate,Yes,12593,7282,397,120,1,382,N
Male,Yes,Graduate,Yes,3772,9665,263,360,1,356,N
Male,Yes,Graduate,No,14996,9278,475,360,0,675,N
Female,Yes,Graduate,Yes,4871,1874,367,180,0,648,N
Male,No,Graduate,No,15234,9062,648,240,1,570,N
Female,Yes,Not Graduate,No,19044,4763,173,120,1,782,Y
Male,No,Graduate,Yes,12521,8464,607,240,1,410,Y
Female,No,Graduate,Yes,12642,9221,172,360,1,375,N
Female,Yes,Graduate,Yes,3132,1051,407,240,1,457,N
Female,Yes,Graduate,Yes,2699,9765,298,360,1,831,Y
Male,No,Graduate,No,16534,7538,229,120,1,628,Y
Female,No,Graduate,No,12230,7411,671,120,1,421,N
Male,No,Graduate,No,8297,6320,586,180,1,340,Y
Male,Yes,Not Graduate,Yes,14839,2105,250,180,1,466,Y
Male,No,Not Graduate,No,9812,307,305,240,0,322,Y
Male,Yes,Graduate,Yes,6557,7737,278,120,1,578,N
Female,No,Not Graduate,Yes,4179,3359,296,120,1,768,Y
Female,No,Not Graduate,Yes,13030,3176,188,180,1,699,N
Male,Yes,Not Graduate,Yes,11065,1251,533,360,1,308,Y
Male,No,Not Graduate,Yes,10275,5366,282,240,1,312,N
Female,Yes,Graduate,Yes,19806,1517,308,240,1,351,N
Male,Yes,Not Graduate,No,17089,6226,592,180,1,508,Y
Female,No,Not Graduate,Yes,5180,5305,229,120,1,849,N
Male,Yes,Not Graduate,No,8696,9570,112,180,1,701,Y
Male,Yes,Graduate,No,11583,5869,205,180,1,490,Y
Female,No,Graduate,Yes,18998,8039,474,180,0,350,N
Male,Yes,Graduate,Yes,15869,4891,681,180,1,692,Y
Female,Yes,Graduate,Yes,13757,4992,198,360,1,599,N
Male,Yes,Graduate,No,18654,1961,693,360,1,495,Y
Male,No,Graduate,Yes,14258,2863,686,120,1,716,Y
Male,Yes,Graduate,No,4468,6603,291,180,1,719,Y
Female,No,Not Graduate,Yes,16208,4567,424,360,1,821,N
Male,No,Not Graduate,Yes,17042,6513,566,120,1,655,Y
Male,Yes,Not Graduate,No,17639,4005,466,180,1,447,N
Male,Yes,Graduate,No,13546,9114,417,240,1,664,Y
Male,Yes,Graduate,Yes,14327,183,243,360,1,663,Y
Female,No,Graduate,No,16270,7755,483,120,1,701,N
Female,Yes,Graduate,No,17523,3358,315,240,1,791,N
Male,Yes,Graduate,No,16300,6615,460,180,1,528,Y
Female,Yes,Not Graduate,No,12775,9590,423,180,1,836,N
Male,Yes,Not Graduate,No,14265,6797,114,180,1,567,Y
Male,Yes,Graduate,Yes,18673,8728,316,360,0,704,N
Male,No,Graduate,Yes,8614,7678,591,120,1,310,N
Female,No,Graduate,No,5252,5698,646,240,0,619,N
Female,Yes,Graduate,Yes,9415,1273,282,120,1,425,N
Female,Yes,Not Graduate,Yes,18662,6653,369,360,1,605,Y
Female,Yes,Graduate,No,13116,1096,566,120,1,810,N
Female,Yes,Graduate,Yes,18964,9497,618,360,0,388,N
Female,No,Graduate,No,6958,9107,641,180,1,654,Y
Female,Yes,Graduate,No,6276,8002,566,240,1,651,Y
Female,No,Not Graduate,Yes,6776,4247,404,180,1,313,N
Female,No,Graduate,No,19208,9220,243,120,1,556,N
Male,Yes,Graduate,No,5832,5314,210,180,1,508,Y
Female,No,Not Graduate,No,16901,3354,331,240,0,580,N
Female,No,Not Graduate,No,7445,270,683,180,0,742,N
Female,No,Not Graduate,No,3380,1186,691,240,1,688,Y
Female,No,Graduate,Yes,11865,6305,599,240,0,782,Y
Female,Yes,Graduate,Yes,15926,2398,694,180,1,446,N
Female,Yes,Not Graduate,No,13580,6995,653,360,1,578,Y
Female,No,Not Graduate,No,7634,7299,372,120,1,820,Y
Female,Yes,Not Graduate,Yes,7810,4182,272,360,1,733,N
Female,Yes,Not Graduate,No,12179,9903,106,360,0,443,N
Female,Yes,Not Graduate,Yes,14251,2230,254,180,1,588,N
Female,Yes,Not Graduate,No,15131,6511,621,120,1,685,N
Male,Yes,Graduate,No,14707,128,645,120,1,313,Y
Male,No,Graduate,No,4749,9461,647,360,1,556,Y
Female,Yes,Graduate,No,15156,3672,617,180,1,645,N
Female,Yes,Not Graduate,No,18589,9793,314,120,0,644,Y
Male,Yes,Not Graduate,No,5450,4765,233,360,0,699,N
